"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"City of Houghton","Houghton","MI","50386","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","MB","Bus","DO","2","2.076",,"0.3667",,"94.4376",,"16.6805",,"5.6615",,"0",,"71543",,"195108",,"34462",,"2066",,"0",,"25808",
"Oswego County, dba: Oswego Public Transportation","Oswego","NY","20942","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","DR","Demand Response","PT","2","0.3946",,"0.011",,"119.4309",,"3.3159",,"36.0179",,"0",,"6221",,"567894",,"15767",,"4755",,"0",,"139829",
"City of Calabasas","Calabasas","CA","90257","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","8","DR","Demand Response","PT","2","3.3625",,"0.0342",,"50.8424",,"0.5172",,"98.3111",,"0",,"9425",,"275566",,"2803",,"5420",,"0",,"3852",
"Lake County Council on Aging, dba: Lake Community Transit","Ronan","MT","80184","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"8","DR","Demand Response","PT","2","2.0938",,"0.1457",,"27.5752",,"1.9195",,"14.3654",,"0",,"5695",,"39074",,"2720",,"1417",,"0",,"14851",
"City of Suffolk, dba: Suffolk Transit","Suffolk","VA","30198","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","90892","Virginia Beach--Norfolk, VA","1451578","8","DR","Demand Response","PT","2","2.9711",,"0.0369",,"91.3384",,"1.1338",,"80.5629",,"0",,"7505",,"203502",,"2526",,"2228",,"0",,"21931",
"City of Baldwin Park, dba: Baldwin Park Transit","Baldwin Park","CA","90251","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","8","DR","Demand Response","PT","2","0.3484",,"0.008",,"100.6342",,"2.3175",,"43.423",,"0",,"2777",,"346081",,"7970",,"3439",,"0",,"26715",
"Brown County , dba: Brown County Heartland Express","New Ulm","MN","50384","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","MB","Bus","DO","1","0.3326",,"0.0062",,"77.6738",,"1.4437",,"53.803",,"0",,"895",,"144784",,"2691",,"1864",,"0",,"41381",
"Clinton County, dba: Clinton County Public Transit","Plattsburgh","NY","20939","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","DR","Demand Response","DO","1","17.2454",,"0.1803",,"74.3895",,"0.7776",,"95.663",,"0",,"37871",,"210076",,"2196",,"2824",,"0",,"55634",
"City of Lebanon, dba: Lebanon Interneighborhood Express","Lebanon","OR","00377","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","MB","Bus","DO","1","0.0349",,"0.002",,"77.1114",,"4.3304",,"17.8071",,"0",,"441",,"225011",,"12636",,"2918",,"0",,"24309",
"Cherokee County","Murphy","NC","41069","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","MB","Bus","DO","1","0.505",,"0.0253",,"83.7658",,"4.1935",,"19.9752",,"0",,"3382",,"133774",,"6697",,"1597",,"0",,"15869",
"City of Lebanon, dba: Lebanon Interneighborhood Express","Lebanon","OR","00377","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","CB","Commuter Bus","DO","1","0",,"0",,"86.8889",,"1.7687",,"49.1246",,"0",,"0",,"96186",,"1958",,"1107",,"0",,"18486",
"City of Stoughton","Stoughton","WI","55308","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","53200","Madison, WI","450305","7","DR","Demand Response","PT","7","4.9519",,"0.291",,"36.7229",,"2.1583",,"17.015",,"0",,"109867",,"377511",,"22187",,"10280",,"0",,"79713",
"Omaha Tribe of Nebraska, dba: Omaha Tribe Public Transit","Macy","NE","77077","Tribe","Reduced Reporter","2023","00031","Nebraska Non-UZA","846992","7","DR","Demand Response","DO","7","1.5281",,"0.0211",,"83.8068",,"1.1554",,"72.5354",,"0",,"15555",,"738338",,"10179",,"8810",,"0",,"329415",
"Whiteside County, dba: Whiteside County Public Transportation","Morrison","IL","50458","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","0.8673",,"0.0281",,"70.3",,"2.2761",,"30.8862",,"0",,"25646",,"913337",,"29571",,"12992",,"0",,"178293",
"Seminole Nation of Oklahoma, dba: Seminole Nation Public Transit","Wewoka","OK","66158","Tribe","Reduced Reporter","2023","00040","Oklahoma Non-UZA","1994607","7","DR","Demand Response","DO","7","0",,"0",,"62.117",,"2.8334",,"21.9233",,"0",,"0",,"647197",,"29521",,"10419",,"0",,"271341",
"Opportunity Link","Havre","MT","80204","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","MB","Bus","DO","7","0",,"0",,"63.9799",,"4.4575",,"14.3533",,"0",,"0",,"416189",,"28996",,"6505",,"0",,"189200",
"Town of Clarkstown , dba: Mini Trans","New City","NY","20085","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","63217","New York--Jersey City--Newark, NY--NJ","19426449","7","MB","Bus","DO","7","0.4551",,"0.02",,"129.7731",,"5.6924",,"22.7975",,"0",,"29106",,"1458131",,"63960",,"11236",,"0",,"205025",
"Lincoln Parish Police Jury","Ruston","LA","60229","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","10.2411",,"0.2451",,"61.0551",,"1.4612",,"41.7847",,"0",,"110061",,"449060",,"10747",,"7355",,"0",,"125398",
"Philadelphia Transit","Philadelphia","MS","44983","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","0.5483",,"0.0198",,"51.0361",,"1.8389",,"27.7531",,"0",,"8977",,"454374",,"16372",,"8903",,"0",,"176195",
"Nemaha County, dba: Nemaha County General Public Transit","Seneca","KS","70213","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","2.5952",,"0.1346",,"81.218",,"4.2111",,"19.2869",,"0",,"50228",,"373278",,"19354",,"4596",,"0",,"89663",
"Shoshone-Bannock Tribes","Fort Hall","ID","00031","Tribe","Reduced Reporter","2023","00016","Idaho Non-UZA","836252","7","MB","Bus","DO","7","0",,"0",,"43.6188",,"1.7098",,"25.5107",,"0",,"0",,"635090",,"24895",,"14560",,"0",,"273650",
"Orange County First Chance Center , dba: Orange County Transit  System","Paoli","IN","50389","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","1.688",,"0.0411",,"42.215",,"1.027",,"41.1047",,"0",,"17457",,"425105",,"10342",,"10070",,"0",,"85940",
"The Community Pantry, dba: Gallup Express","Gallup","NM","60224","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","MB","Bus","DO","7","0.6272",,"0.0647",,"43.2648",,"4.4656",,"9.6885",,"0",,"30721",,"474572",,"48983",,"10969",,"0",,"169132",
"Lake Havasu City, dba: Lake Havasu City Transit","Lake Havasu City","AZ","90305","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","46747","Lake Havasu City, AZ","59017","7","DR","Demand Response","DO","7","3.9442",,"0.0974",,"93.0258",,"2.2966",,"40.5067",,"0",,"62799",,"644948",,"15922",,"6933",,"0",,"107490",
"City of Ocala, Florida, dba: SunTran","Ocala","FL","40120","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","64567","Ocala, FL","182647","7","MB","Bus","PT","7","0.7548",,"0.0605",,"85.3583",,"6.8463",,"12.4678",,"0",,"174506",,"2882295",,"231180",,"33767",,"0",,"496759",
"Kenaitze Indian Tribe","Kenai","AK","00419","Tribe","Reduced Reporter","2023","00002","Alaska Non-UZA","359299","7","DR","Demand Response","DO","7","0",,"0",,"105.9124",,"2.62",,"40.4252",,"0",,"0",,"488256",,"12078",,"4610",,"0",,"75634",
"Madison County, dba: Madison Transit System","Wampsville","NY","20940","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","MB","Bus","PT","7","0.3903",,"0.0086",,"94.3646",,"2.0858",,"45.2406",,"0",,"6393",,"740951",,"16378",,"7852",,"0",,"162654",
"Pike Area Transit System","Troy","AL","41129","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","1.4701",,"0.0585",,"58.4848",,"2.3288",,"25.1135",,"0",,"36930",,"630876",,"25121",,"10787",,"0",,"228707",
"Newburgh Beacon Bus Corporation","New Windsor","NY","20148","Private Provider Reporting on Behalf of a Public Entity","Reduced Reporter","2023","71803","Poughkeepsie--Newburgh, NY","314766","7","MB","Bus","DO","7","1.0437",,"0.0807",,"118.6847",,"9.1741",,"12.937",,"0",,"202850",,"2514454",,"194362",,"21186",,"0",,"292304",
"Oglala Sioux Tribe","Pine Ridge","SD","88122","Tribe","Reduced Reporter","2023","00046","South Dakota Non-UZA","599629","7","MB","Bus","DO","7","2.5212",,"0.0316",,"100.8463",,"1.2642",,"79.7695",,"0",,"29024",,"918306",,"11512",,"9106",,"0",,"311004",
"Porter County Aging and Community Services, Inc.","Valparaiso","IN","50179","Private-Non-Profit Corporation","Reduced Reporter","2023","16264","Chicago, IL--IN","8671746","7","DR","Demand Response","DO","7","0.269",,"0.005",,"73.9907",,"1.3811",,"53.5743",,"0",,"3716",,"740129",,"13815",,"10003",,"0",,"138185",
"Iberville Sheriff's Office","Plaquemine","LA","66267","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","0",,"0",,"56.5163",,"0.6314",,"89.5116",,"0",,"0",,"919463",,"10272",,"16269",,"0",,"209054",
"City of Lauderhill","Lauderhill","FL","40254","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","56602","Miami--Fort Lauderdale, FL","6077522","7","MB","Bus","PT","7","0",,"0",,"61.0512",,"14.6024",,"4.1809",,"0",,"0",,"1172854",,"280526",,"19211",,"0",,"172151",
"Citizen Potawatomi Nation","Shawnee","OK","60004","Tribe","Reduced Reporter","2023","00040","Oklahoma Non-UZA","1994607","7","DR","Demand Response","DO","7","0",,"0",,"65.1053",,"1.4892",,"43.7187",,"0",,"0",,"457560",,"10466",,"7028",,"0",,"90041",
"Solomon Valley, dba: Solomon Valley Transportation","Beloit","KS","70255","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","1.5569",,"0.0336",,"61.3498",,"1.3242",,"46.329",,"0",,"11764",,"350062",,"7556",,"5706",,"0",,"195546",
"City of Coralville, dba: Coralville Transit System","Coralville","IA","70030","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","41590","Iowa City, IA","126810","7","MB","Bus","DO","7","0.8805",,"0.1607",,"105.4635",,"19.249",,"5.4789",,"1.6624",,"278826",,"1735085",,"316685",,"16452",,"1043727",,"196431",
"Toole County, dba: Northern Transit Interlocal","Shelby","MT","80169","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","MB","Bus","DO","7","0.1421",,"0.0073",,"105.2996",,"5.3919",,"19.5291",,"0",,"2754",,"378552",,"19384",,"3595",,"0",,"133880",
"DeKalb County Council on Aging , dba: Dekalb Area Rural Transit","Auburn","IN","50330","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","5.7747",,"0.1465",,"60.6608",,"1.5388",,"39.4202",,"0",,"98309",,"671090",,"17024",,"11063",,"0",,"173793",
"SeaStreak, LLC","Atlantic Highlands","NJ","20226","Private-For-Profit Corporation","Full Reporter","2023","63217","New York--Jersey City--Newark, NY--NJ","19426449","7","FB","Ferryboat","DO","7","21.2708",,"1.0661",,"1458.3719",,"73.0966",,"19.9513",,"1.0094",,"25362203",,"23788963",,"1192351",,"16312",,"23566982",,"239568",
"Iowa County, dba: Iowa County Transportation","Marengo","IA","77092","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","6.3687",,"0.4464",,"83.8916",,"5.8801",,"14.2669",,"0",,"248397",,"556453",,"39003",,"6633",,"0",,"137245",
"Kiowa Tribe","Carnegie","OK","66164","Tribe","Reduced Reporter","2023","00040","Oklahoma Non-UZA","1994607","7","DR","Demand Response","DO","7","0",,"0",,"54.5215",,"3.4947",,"15.6011",,"0",,"0",,"191316",,"12263",,"3509",,"0",,"200915",
"Cowlitz Indian Tribe, dba: Cowlitz Tribe Transit Service","Longview","WA","00127","Tribe","Reduced Reporter","2023","00053","Washington Non-UZA","1895776","7","DR","Demand Response","DO","7","0.4489",,"0.0055",,"118.8941",,"1.4495",,"82.0222",,"0",,"2869",,"524204",,"6391",,"4409",,"0",,"136038",
"Bienville Parish Police Jury","Arcadia","LA","60251","Area Agency on Aging","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","2.2303",,"0.052",,"39.4395",,"0.9204",,"42.8504",,"0",,"23467",,"450872",,"10522",,"11432",,"0",,"193758",
"Greene County","Snow Hill","NC","41031","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","0",,"0",,"39.0989",,"1.6912",,"23.1194",,"0",,"0",,"411711",,"17808",,"10530",,"0",,"162130",
"Vernon Parish Police Jury","Leesville","LA","60263","Area Agency on Aging","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","9.6673",,"0.2737",,"41.0973",,"1.1637",,"35.3175",,"0",,"136860",,"499990",,"14157",,"12166",,"0",,"193976",
"Municipality of Jayuya","Jayuya","PR","44941","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","MB","Bus","DO","7","0",,"0",,"86.7397",,"0.9028",,"96.0741",,"0",,"0",,"94633",,"985",,"1091",,"0",,"29851",
"City of Pembroke Pines","Pembroke Pines","FL","40251","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","56602","Miami--Fort Lauderdale, FL","6077522","7","MB","Bus","PT","7","0",,"0",,"54.2183",,"7.8047",,"6.9469",,"0",,"0",,"1058558",,"152378",,"19524",,"0",,"222151",
"East Feliciana Police Jury",,"LA","60180","Area Agency on Aging","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","3.3262",,"0.1022",,"43.0782",,"1.3241",,"32.5331",,"0",,"39908",,"390332",,"11998",,"9061",,"0",,"147005",
"Nye County","Tonopah","NV","91029","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","0.3958",,"0.0127",,"59.1486",,"1.8969",,"31.182",,"0",,"2097",,"165202",,"5298",,"2793",,"0",,"119593",
"Maine Department of Transportation","Augusta","ME","11235","State Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","FB","Ferryboat","DO","7","13.7469",,"0.4978",,"945.6338",,"34.2432",,"27.6152",,"0",,"6230223",,"12515463",,"453209",,"13235",,"0",,"138581",
"City of Murfreesboro, dba: Murfreesboro Transit","Murfreesboro","TN","40186","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","60733","Murfreesboro, TN","177313","7","MB","Bus","DO","7","0.4925",,"0.0233",,"103.0961",,"4.8853",,"21.1035",,"0",,"53201",,"2279454",,"108013",,"22110",,"0",,"239515",
"Prairie Band Potawatomi Nation, dba: PBPN General Public Transportation","Mayetta","KS","77075","Tribe","Reduced Reporter","2023","00020","Kansas Non-UZA","1388420","7","DR","Demand Response","DO","7","1.3782",,"0.018",,"203.9617",,"2.6661",,"76.5017",,"0",,"10928",,"606582",,"7929",,"2974",,"0",,"111449",
"Interurban Transit Authority","Douglas","MI","50495","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","0.8275",,"0.0513",,"80.9211",,"5.0133",,"16.1413",,"0",,"56474",,"1101579",,"68246",,"13613",,"0",,"177996",
"County of Colusa, dba: Colusa County Transit Agency","Colusa","CA","91112","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","2.2702",,"0.0648",,"146.2082",,"4.1716",,"35.0486",,"0",,"73245",,"1130774",,"32263",,"7734",,"0",,"141531",
"Caswell County","Yanceyville","NC","40996","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","0.1163",,"0.0038",,"38.0783",,"1.2339",,"30.8597",,"0",,"1948",,"516684",,"16743",,"13569",,"0",,"358005",
"Greene County Commission, dba: Greene County Transit","Greensboro","GA","41041","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","PT","7","1.3454",,"0.0531",,"57.6298",,"2.2732",,"25.3515",,"0",,"16521",,"311316",,"12280",,"5402",,"0",,"108692",
"Town of Avon, dba: Avon Transit","Avon","CO","88228","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","MB","Bus","DO","7","0",,"0",,"126.5457",,"38.9115",,"3.2521",,"0",,"0",,"1602448",,"492736",,"12663",,"0",,"175942",
"Wadena County , dba: Friendly Rider","Wadena","MN","50446","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","DO","7","2.4754",,"0.1424",,"80.0125",,"4.6043",,"17.3777",,"0",,"136737",,"959910",,"55238",,"11997",,"0",,"197808",
"City of Fort Atkinson, dba: Brown Cab","Fort Atkinson","WI","50400","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"7","DR","Demand Response","PT","7","4.4577",,"0.4073",,"34.8276",,"3.1826",,"10.9431",,"0",,"119639",,"293701",,"26839",,"8433",,"0",,"86003",
